Payee:TEXT,Amount:REAL,tag:TEXT
SQ *AXUM FOODS LLC Seattle WA,5.4,Miscellaneous_Unknown
SQ *BRIOCHE COFFEE & BRUNLondon,52.1,Food_Dining
SQ *BROOKINGS TAXI SERVICBROOKINGS SD,10.9,Miscellaneous_Unknown
SQ *CITY CRUISES London,23.3,Miscellaneous_Unknown
SQ *DERU MARKET Kirkland WA,9.9,Miscellaneous_Unknown
"SQ *FEDELE OXFORD LTD High Street,",13.6,Miscellaneous_Unknown
SQ *FUZZY INK Riverdale MD,34.0,Miscellaneous_Unknown
SQ *GREEN CAB AIRPORT TAXMercer IslandWA,77.0,Transportation
SQ *ISLAND BOOKS MERCER ISLANDWA,19.8,Miscellaneous_Unknown
SQ *KRISTOFERSON FARM Camano IslandWA,309.8,Food_Dining
SQ *LA FETE PATISSERIE Mercer IslandWA,26.7,Miscellaneous_Unknown
SQ *LA FETE PATISSERIE MERCER ISLANDWA,13.1,Miscellaneous_Unknown
SQ *MACRINA - MERCER ISLAMercer IslandWA,18.2,Miscellaneous_Unknown
SQ *MACRINA BAKERY - SODOSeattle WA,18.7,Miscellaneous_Unknown
SQ *MIRIAM?S BAKESHOP Mercer IslandWA,39.0,Miscellaneous_Unknown
SQ *MOLLY MOON'S COLUMBIASeattle WA,76.9,Food_Dining
SQ *MUSTARD SEED BAKING CStanwood WA,27.3,Miscellaneous_Unknown
SQ *NIJEBA SHIKURI Seattle WA,47.2,Miscellaneous_Unknown
SQ *PACCI?S WASHINGTON DC,166.4,Food_Dining
SQ *SEATTLE : FACEPAINT Seattle WA,26.0,Miscellaneous_Unknown
SQ *SEATTLE GRAND CENTRALSeattle WA,27.9,Miscellaneous_Unknown
SQ *SEATTLE POPS - FARMERSeattle WA,13.5,Miscellaneous_Unknown
SQ *SHAWN'S CAFE & BAKERYMercer IslandWA,19.8,Miscellaneous_Unknown
SQ *SIDAMO COFFEE AND TEAWashington DC,61.1,Food_Dining
SQ *SUGAR BAKERY & CAFE Seattle WA,10.7,Miscellaneous_Unknown
SQ *SWING'S COFFEE ROASTEAlexandria VA,9.7,Miscellaneous_Unknown
SQ *TAXI 306 Seattle WA,38.4,Miscellaneous_Unknown
SQ *THAI THAI KITCHEN STAStanwood WA,723.5,Food_Dining
"SQ *TINY'S ORGANIC, LLC Seattle WA",14.2,Miscellaneous_Unknown
SQ *TRUE NORTH BAKERY Burlington WA,58.4,Food_Dining
SQ *WENDY SIMPLY COOKS Tukwila WA,60.5,Food_Dining
STANWOOD CINEMAS B&M STANWOOD WA,198.5,Entertainment
STARBUCKS 03310 MERCER ISLANDWA,13.2,Miscellaneous_Unknown
STARBUCKS 03702 SEATTLE WA,4.4,Miscellaneous_Unknown
STARBUCKS STORE 03278 BELLEVUE WA,4.8,Miscellaneous_Unknown
STARBUCKS STORE 03310 MERCER ISLANDWA,28.4,Miscellaneous_Unknown
STARBUCKS STORE 03321 MARYSVILLE WA,4.8,Miscellaneous_Unknown
STUBHUB INC 866-788-2482 CA,1135.0,Entertainment
Subway Seattle WA,34.1,Miscellaneous_Unknown
SumUp *Mohamed harrak Swansea,19.8,Miscellaneous_Unknown
SVO TICKETING SEATTLE WA,94.5,Entertainment
T-MOBILE HOTSPOT GMBH BONBONN,9.4,Miscellaneous_Unknown
T. Jensen Coffee1001312Lusaka,9.5,Miscellaneous_Unknown
TACNETLTD.COM 441865451662,70.0,Miscellaneous_Unknown
TALISMAN RESTAURANT NAIROBI,207.6,Food_Dining
TAN SOK CHOEU VITRY SUR SEI,94.0,Food_Dining
TAPA E-TICKET ATHINA,28.1,Miscellaneous_Unknown
TARGET 00027862 SEATTLE WA,45.2,Miscellaneous_Unknown
TERRASSE DE MME 2939319 PARIS0000556/,9.8,Miscellaneous_Unknown
TFL TRAVEL CH TFL.GOV.UK/CP,33.8,Miscellaneous_Unknown
THE AERO EAST AFRICA USD NAIROBI,40.0,Miscellaneous_Unknown
THE AERO OF EAST AFRICA NAIROBI,453.7,Lodging
THE BAKED CAFE CAMANO ISLANDWA,51.5,Lodging
THE GAINSBOROUGH BATH,1684.5,Lodging
THE HOME DEPOT #4711 BELLEVUE WA,68.2,House & Real Estate
THE INDIA 4 - BEST OF THELONDON,199.6,Food_Dining
THE INFORMATION THEINFORMATIOCA,769.2,Subscriptions
THE KENSINGTON CREPERI LONDON,10.3,Miscellaneous_Unknown
THE MUSEUM OF FLIGHT MAINTUKWILA WA,284.3,Entertainment
THE MUSEUM OF FLIGHT ONLI206-768-7111 WA,200.0,Entertainment
THE RESTAURANT SN MIGUEL DE,172.9,Food_Dining
THE STAR STORE LANGLEY WA,101.2,Food_Dining
THE UPS STORE 1081 510-5176645 WA,131.0,Miscellaneous_Unknown
THOMPSON SEATTLE F&B SEATTLE WA,30.0,Miscellaneous_Unknown
TICKETSOURCE 0333 666 4466,58.3,Entertainment
Tiqets INC 617-8588844 PA,257.6,Entertainment
TPD FIRST HILL 117 SEATTLE WA,39.3,Miscellaneous_Unknown
TPD JUANITA 119 KIRKLAND WA,106.6,Food_Dining
TRADER JOE S #132 KIRKLAND WA,120.0,Food_Dining
trainline +443332022222,1010.4,Transportation
TRAINLINE WWW.THETRAINL,96.0,Transportation
TRES MUJERES TRONCONES TRONCONES,10363.6,Lodging
TST* ASA MERCER ISLANDWA,22.5,Miscellaneous_Unknown
TST* BEECHER'S HANDMADE CBELLEVUE WA,61.4,Food_Dining
TST* BURGERMASTER - BELLEBELLEVUE WA,46.3,Miscellaneous_Unknown
TST* DOUGH ZONE - DOWNTOWBELLEVUE WA,177.3,Food_Dining
TST* EGG & US - ISSAQUAH ISSAQUAH WA,32.9,Miscellaneous_Unknown
TST* LAKESIDE TAVERN & BRDETROIT LAKESMN,34.3,Miscellaneous_Unknown
TST* LE PAIN QUOTIDIEN - WASHINGTON DC,46.8,Miscellaneous_Unknown
TST* LOS CHILANGOS KIRKLAKIRKLAND WA,63.8,Food_Dining
TST* SHELLIE'S COUNTRY CAHELENA MT,27.9,Miscellaneous_Unknown
TST* STARR - PASTIS DC WASHINGTON DC,480.4,Food_Dining
TST* TATTE BAKERY CITY CEWASHINGTON DC,40.9,Miscellaneous_Unknown
TST* VIVIENNES BISTRO MERCER ISLANDWA,470.6,Food_Dining
TST* YUZEN JAPANESE CUISIMERCER ISLANDWA,142.5,Food_Dining
TST*BLACK SHEEP SOCIAL C Cedar Rapids IA,551.3,Food_Dining
TST*BLUE HERON KITCHEN A Camano WA,319.4,Food_Dining
TST*CAMANO COMMONS Camano IslandWA,111.8,Food_Dining
TST*FONDA LA CATRINA Seattle WA,160.3,Food_Dining
TST*LOLA - TOM DOUGLAS Seattle WA,314.1,Food_Dining
TST*MAMNOON Seattle WA,140.3,Food_Dining
TST*MERCURYS COFFEE - T Kirkland WA,5.7,Miscellaneous_Unknown
TST*NEB - TOM DOUGLAS Seattle WA,232.0,Food_Dining
TST*PRELUDE Seattle WA,49.9,Miscellaneous_Unknown
TST*SANO CAFE Mercer IslandWA,53.3,Food_Dining
TST*SERIOUS PIE DOWNTOWN Seattle WA,139.5,Food_Dining
TST*TUTTA BELLA NEAPOLIT Seattle WA,574.9,Food_Dining
TST*VIVIENNES BISTRO Mercer IslandWA,981.1,Food_Dining
TST*YELLOW - UNION MARKE Washington DC,123.8,Food_Dining
TTG* TimeOut London,138.4,Entertainment
TURKISH AIRL000000055W5K5WWW.TURKISHAINY,7767.2,Other_Airline
TXW*LONDON TAXI 75240 GLASGOW,34.8,Miscellaneous_Unknown
UBER *TRIP HELP.UBER.COM,317.0,Transportation
UBER *TRIP HELP.UBER.COMCA,1075.1,Transportation
UBER* TRIP CIUDAD DE MEX,60.4,Transportation
UBER* TRIP UBER.COM/MX/E,5.0,Miscellaneous_Unknown
UNITED 0162326279564UNITED.COM TX,658.2,Other_Airline
UNITED 0162332799320UNITED.COM TX,594.5,Other_Airline
UNITED 0162332799321UNITED.COM TX,594.5,Other_Airline
UNITED 0162332952057UNITED.COM TX,424.5,Other_Airline
UNITED 0162447198764UNITED.COM TX,835.0,Other_Airline
US CUSTOMS DTOPS 317-298-1245 IN,72.9,Miscellaneous_Unknown
USCUSTOMS TRUSTEDTRAVELER317-715-6776 IN,145.0,Transportation
UTENGULE COFFEE LODGE MBEYA,93.4,Food_Dining
UW PAY BY PHONE 206-685-1553 WA,10.0,Miscellaneous_Unknown
VCS*Ministry*of Home A Windhoek,90.7,Transportation
VICTORIA&ALBERT MUSEUM LONDON,21.8,Miscellaneous_Unknown
VILLAGE CLEANERS MERCER ISLANDCA,277.3,House & Real Estate
VIRGINIA MASON FRONT DESKSEATTLE WA,285.0,Health
VIRGINIA MASON MEDICAL CE206-2236601 WA,2309.6,Health
VM PARKING BUCK VALET SEATTLE WA,5.0,Miscellaneous_Unknown
VM PARKING LINDEMAN SEATTLE WA,7.0,Miscellaneous_Unknown
VM PARKING TERRY UNIV LOTSEATTLE WA,5.0,Miscellaneous_Unknown
VMO*VIMEO.COM 848-359-5618 NY,119.0,Subscriptions
WA DEPT OF HEALTH HSQA 360-236-4508 WA,143.5,Health
WA DOL LIC & REG 41782 KENT WA,140.1,Cars_Boats
WAITROSE 641 KNIGHTSBRIDGE,48.2,Miscellaneous_Unknown
WAL-MART #1538 BROOKINGS SD,56.2,Miscellaneous_Unknown
WELCOME B/WAITROSE FLEET SOUTH,12.8,Miscellaneous_Unknown
WH Smith Swansea Swansea,39.8,Miscellaneous_Unknown
WHC CAB LAS VEGAS NV,25.4,Miscellaneous_Unknown
WHOLEFDS HST#10565 WASHINGTON DC,68.6,Food_Dining
WICKED BREW STANWOOD WA,3.3,Miscellaneous_Unknown
WICKER PARK SUSHI ORD CHICAGO IL,35.1,Miscellaneous_Unknown
WOOLWORTHS SANDTON,57.0,Food_Dining
WOOLWORTHS SOMERSET WEST,8.6,Miscellaneous_Unknown
WSDOT-GOODTOGO ONLINE RENTON WA,300.0,Cars_Boats
WSFERRIES-COLMAN DOCK SEATTLE WA,10.3,Miscellaneous_Unknown
WSP BACKGROUND CHECKS 360-534-2109 WA,21.0,Miscellaneous_Unknown
www.headout.com Berlin,56.9,Entertainment
XH165709 MISC LA GUERA IIE ZAPATA,460.7,Food_Dining
Yalla Yalla London,226.7,Food_Dining
YYJ FBO SERVICES LTD NORTH SAANICHBC,113.3,Aircraft_Aviation
ZETTLE_*SARTORELLI S L WITNEY,15.6,Miscellaneous_Unknown
Zettle_*Sartorelli?s Ltd Witney,28.5,Miscellaneous_Unknown
ZETTLE_*SCOTT WOLSEY BARNET,35.8,Miscellaneous_Unknown
ZOLEO USA Inc. SEATTLE WA,171.9,Aircraft_Aviation
ZOOM.COM 888-799-9666 ZOOM.US CA,165.2,Computers_Software
ZUVA J Nkomo A/P Bulawayo,563.9,Aircraft_Aviation
ZUVA R.G Mugabe A/P Harare,522.1,Aircraft_Aviation
