Date:TEXT,Payee:TEXT,Address:TEXT,Amount:REAL
4/7/2025,M&S CATERING SEATTLE SEATTLE WA,SEATTLE       WA,-50.73
4/7/2025,SAHARA PIZZA - MERCER ISLMERCER ISLANDWA,MERCER ISLAND WA,-56.77
4/7/2025,CCBill.com *Offworld Med888-5969279 AZ,888-5969279   AZ,-35
4/7/2025,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-118.7
4/7/2025,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-10
4/7/2025,METROPOLITAN MARKET KIRKLAND WA,KIRKLAND      WA,-58.12
4/7/2025,SQ *TRUE NORTH BAKERY Burlington WA,Burlington    WA,-12.49
4/7/2025,SQ *ALL CITY COFFEE Seattle WA,Seattle       WA,-10.24
4/7/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
4/8/2025,TPD JUANITA 119 KIRKLAND WA,KIRKLAND      WA,-16.33
4/8/2025,METROPOLITAN MARKET MERCER ISLANDWA,MERCER ISLAND WA,-3.31
4/8/2025,AIRBNB * HMSNQAB3MZ AIRBNB.COM CA,AIRBNB.COM    CA,-1657.14
4/8/2025,BARNES & NOBLE #3401 KIRKLAND WA,KIRKLAND      WA,-76.06
4/8/2025,TRADER JOE S #132 KIRKLAND WA,KIRKLAND      WA,-44.82
4/9/2025,SQ *THAI THAI KITCHEN STAStanwood WA,Stanwood      WA,-153.57
4/9/2025,TST*CAMANO COMMONS Camano IslandWA,Camano Island WA,-8.27
4/10/2025,TST*TUTTA BELLA NEAPOLIT Seattle WA,Seattle       WA,-50.19
4/10/2025,METROPOLITAN MARKET MERCER ISLANDWA,MERCER ISLAND WA,-3.31
4/10/2025,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-21.9
4/10/2025,SQ *TRUE NORTH BAKERY Burlington WA,Burlington    WA,-9.14
4/11/2025,SPO*CASCADIAPIZZACO-BELLEBELLEVUE WA,BELLEVUE      WA,-26.95
4/11/2025,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-126.06
4/11/2025,H ST HAIR WASHINGTON DC,WASHINGTON    DC,-78
4/11/2025,TST*CAMANO COMMONS Camano IslandWA,Camano Island WA,-14.41
4/12/2025,TACNETLTD.COM 441865451662,,-69.95
4/12/2025,WSP BACKGROUND CHECKS 360-534-2109 WA,360-534-2109  WA,-10
4/12/2025,WSP BACKGROUND CHECKS 360-534-2109 WA,360-534-2109  WA,-11
4/14/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
4/14/2025,Netflix.com netflix.com CA,netflix.com   CA,-19.82
4/15/2025,CURB LV TAXI YCS QUEENS NY,QUEENS        NY,-20.17
4/15/2025,CURB LV TAXI NELLIS QUEENS NY,QUEENS        NY,-20.71
4/15/2025,6116_MMW_LAS Las Vegas NV,Las Vegas     NV,-7.99
4/15/2025,MGMRI - SHARK REEF 185-52755733 NV,185-52755733  NV,-178
4/15/2025,DESERT CAB LAS VEGAS NV,LAS VEGAS     NV,-30.11
4/15/2025,MANDALAY - CITIZENS LAS VEGAS NV,LAS VEGAS     NV,-32.59
4/15/2025,SAM CHOY TO THE MAXSEATACSEATAC WA,SEATAC        WA,-98.49
4/15/2025,Garmin 800-5112459 ME,800-5112459   ME,-16.47
4/16/2025,MANDALAY BAY HTL SELF PA LAS VEGAS NV,LAS VEGAS     NV,-20
4/16/2025,CURB LV TAXI YCS QUEENS NY,QUEENS        NY,-23.46
4/16/2025,CURB LV TAXI YCS QUEENS NY,QUEENS        NY,-28.91
4/16/2025,LA REAL DE MICHOACAN HENDERSON NV,HENDERSON     NV,-8.91
4/16/2025,LA REAL DE MICHOACAN HENDERSON NV,HENDERSON     NV,-93.36
4/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
4/16/2025,CKE*PACIFIC DINER HENDERSHENDERSON NV,HENDERSON     NV,-230.93
4/16/2025,SPHERE-CONCESSIONS LAS VEGAS NV,LAS VEGAS     NV,-45.35
4/16/2025,MANDALAY - CITIZENS LAS VEGAS NV,LAS VEGAS     NV,-35.72
4/16/2025,MANDALAY - CITIZENS LAS VEGAS NV,LAS VEGAS     NV,-79.27
4/16/2025,MANDALAY - MOOREA BAR LAS VEGAS NV,LAS VEGAS     NV,-475
4/16/2025,WHC CAB LAS VEGAS NV,LAS VEGAS     NV,-25.39
4/16/2025,ABC #104 LV LAS VEGAS NV,LAS VEGAS     NV,-6.22
4/17/2025,Online payment from CHK 9942,,4911.9
4/17/2025,MANDALAY BAY HTL SELF PA LAS VEGAS NV,LAS VEGAS     NV,-20
4/17/2025,MANDALAY BAY HTL SELF PA LAS VEGAS NV,LAS VEGAS     NV,-20
4/17/2025,ENTERPRISE RENT-A-CAR LAS VEGAS NV,LAS VEGAS     NV,-478.08
4/17/2025,MANDALAY - NOODLE SHOP LAS VEGAS NV,LAS VEGAS     NV,-561.77
4/17/2025,DESERT CAB LAS VEGAS NV,LAS VEGAS     NV,-26.34
4/17/2025,PALAZZO SHOWROOM BAR LAS VEGAS NV,LAS VEGAS     NV,-7.58
4/18/2025,BABYSTACKS CAFE 7 LAS VEGAS NV,LAS VEGAS     NV,-189.12
4/18/2025,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-7.99
4/18/2025,RECREATION.GOV ALBUQUERQUE NM,ALBUQUERQUE   NM,-22
4/19/2025,MACPHERSON PRODUCE SEATTLE WA,SEATTLE       WA,-27.39
4/21/2025,CARREFOURMARKET PARIS,,-27.36
4/21/2025,CHATEAU D AMBOIS2932818 AMBOISE,,-38.55
4/21/2025,DB Automaten Frankfurt am,,-65.8
4/21/2025,EXPEDIA 73085471437070 EXPEDIA.COM WA,EXPEDIA.COM   WA,-288.35
4/21/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
4/21/2025,SDOT PAYBYPHONE PARKING 206-684-5260 WA,206-684-5260  WA,-2
4/22/2025,INTEREST CHARGED ON BANK CASH ADVANCES,,-0.16
4/22/2025,LES 4 SAISONS AMBOISE,,-23.61
4/22/2025,COFIROUTE 92506,,-25.2
4/22/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-215.15
4/23/2025,RATP PARIS,,-2.89
4/23/2025,RATP PARIS,,-2.89
4/23/2025,COFIROUTE 92506,,-1.04
4/23/2025,COFIROUTE 92506,,-29.98
4/23/2025,CARREFOURMARKET PARIS,,-19.27
4/23/2025,HORODATEURS AUT 2327664 37/TOURS,,-4.05
4/23/2025,CLOITRE PSALETTE2620492 37TOURS,,-9.26
4/23/2025,CHATEAU BELMONT TOURS,,-122.12
4/23/2025,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-37.93
4/23/2025,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-61
4/24/2025,CAFE DE PARIS PARIS,,-109.48
4/24/2025,FOREFLIGHT LLC 855-583-5087 TX,855-583-5087  TX,-1065.64
4/24/2025,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-2
4/24/2025,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-2
4/24/2025,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-10
4/24/2025,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-18.65
4/26/2025,PUMA ENERGY NAM-EROS A WINDHOEK,,-533.68
4/26/2025,DISCHEM GROVE WINDHOEK,,-17.2
4/26/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
4/26/2025,CHECKERS 64913 GROVE WINDHOEK,,-40.32
4/28/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
4/28/2025,EXPEDIA 73084548923059 EXPEDIA.COM WA,EXPEDIA.COM   WA,-411
4/29/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-12.5
5/1/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
5/1/2025,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-2
5/3/2025,PORTUGUES FISHERMAN RES LUDERITZ,,-309.45
5/5/2025,PUMA ENERGY NAM-EROS A WINDHOEK,,-623.95
5/5/2025,Posthotel Leavenworth 509-5487678 WA,509-5487678   WA,-775.62
5/5/2025,SCHOLASTIC BOOK FAIRS R4 LAKE MARY FL,LAKE MARY     FL,-12.12
5/5/2025,SCHOLASTIC BOOK FAIRS R4 LAKE MARY FL,LAKE MARY     FL,-14.32
5/6/2025,EXPEDIA 73098705690268 EXPEDIA.COM WA,EXPEDIA.COM   WA,-704.36
5/6/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
5/7/2025,PASS ZATD WWW.TRAVELDOC,,-74
5/7/2025,DELTA AIR 0062329773455800-2211212 CA,800-2211212   CA,-1797.01
5/7/2025,DELTA AIR 0062329773454800-2211212 CA,800-2211212   CA,-1797.01
5/7/2025,DELTA AIR 0062329773453800-2211212 CA,800-2211212   CA,-1797.01
5/7/2025,DELTA AIR 0062329773452800-2211212 CA,800-2211212   CA,-1797.01
5/7/2025,Solitaire Country Lod G Sesriem,,-6.31
5/7/2025,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-27.53
5/7/2025,AIRBNB * HMRAP3QMSC AIRBNB.COM CA,AIRBNB.COM    CA,-2477.21
5/8/2025,Solitaire Country Lod G Sesriem,,-5.46
5/8/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
5/8/2025,PUMA ENERGY NAM-EROS A WINDHOEK,,-251.78
5/8/2025,PnP Crp Waterfront WATERFRONT,,-27.04
5/8/2025,NAC EROS AIRPORT WINDHOEK,,-20.79
5/9/2025,GUARDIAN PEAK 112631 STELLENBOSCH,,-93.63
5/9/2025,EXCLUSIVE BOOKS WATERF Cape Town,,-21.48
5/9/2025,WOOLWORTHS SOMERSET WEST,,-8.56
5/10/2025,POSTNET VA WATERFRONT CAPE TOWN,,-36.9
5/12/2025,Online payment from CHK 9942,,17505.56
5/12/2025,STUBHUB INC 866-788-2482 CA,866-788-2482  CA,-1134.96
5/12/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
5/12/2025,EXCLUSIVE BOOKS AIRPOR Kempton Park,,-36.73
5/12/2025,SIGNATURE FLIGHT SUPPO CAPE TOWN,,-1346.53
5/13/2025,RAMC AIRCRAFT FUEL GERMISTON,,-963.86
5/13/2025,TST*VIVIENNES BISTRO Mercer IslandWA,Mercer Island WA,-757.11
5/14/2025,Online payment from CHK 9942,,4341.19
5/14/2025,Netflix.com 408-5403700 CA,408-5403700   CA,-19.82
5/15/2025,Garmin 800-5112459 ME,800-5112459   ME,-16.47
5/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
5/16/2025,ALASKA AIR 0272105545190SEATTLE WA,SEATTLE       WA,-548.3
5/17/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-13.48
5/17/2025,SQ *MIRIAM?S BAKESHOP Mercer IslandWA,Mercer Island WA,-26
5/17/2025,Avis Rent A Car 1 SANDTON,,-95.09
5/19/2025,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-42.49
5/19/2025,CTLP*Venuplus Inc ORLANDO FL,ORLANDO       FL,-3.5
5/19/2025,"ParkWhiz, Inc. Chicago IL",Chicago       IL,-19.08
5/19/2025,ALASKA AIR 0272105742625SEATTLE WA,SEATTLE       WA,-1946.6
5/19/2025,CHEVRON 0092003 MERCER ISLANDWA,MERCER ISLAND WA,-48.2
5/20/2025,CAMOCEAN COFFEE COMPANY CAMANO ISLANDWA,CAMANO ISLAND WA,-5.7
5/20/2025,TST*BLUE HERON KITCHEN A Camano WA,Camano        WA,-319.41
5/21/2025,DELTA AIR 0062333866720800-2211212 CA,800-2211212   CA,-1648
5/21/2025,Perkins Coie SEATTLE WA,SEATTLE       WA,-70
5/23/2025,CAMOCEAN COFFEE COMPANY CAMANO ISLANDWA,CAMANO ISLAND WA,-19.11
5/23/2025,BRITISH A 1252209983414WWW.BRITISHAI,,-206.94
5/23/2025,EL AL 114249114117297239771111,,-1402.4
5/23/2025,NORTH IDAHO JET HAYDEN LAKE ID,HAYDEN LAKE   ID,-743.23
5/23/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-485.85
5/24/2025,FIRST LIGHT CONDO FIRSTLIGHTSEAWA,FIRSTLIGHTSEA WA,-51.87
5/24/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
5/24/2025,TST* YUZEN JAPANESE CUISIMERCER ISLANDWA,MERCER ISLAND WA,-142.49
5/26/2025,"CURSOR, AI POWERED IDE CURSOR.COM NY",CURSOR.COM    NY,-211.58
5/26/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
5/26/2025,Garmin 800-5112459 ME,800-5112459   ME,-5.36
5/26/2025,EL AL TEL AVIV INTER LOD NAMAL TEU,,-6032.09
5/26/2025,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-240
5/27/2025,"SQ *TINY'S ORGANIC, LLC Seattle WA",Seattle       WA,-14.24
5/28/2025,ALLISTER 206-5520224 WA,206-5520224   WA,-465.7
5/28/2025,AIRBNB * HMRAP3QMSC AIRBNB.COM CA,AIRBNB.COM    CA,-364.29
5/28/2025,METROPOLITAN MARKET MERCER ISLANDWA,MERCER ISLAND WA,-7.7
5/28/2025,SOSIO'S PRODUCE SEATTLE WA,SEATTLE       WA,-43
5/28/2025,TST*LOLA - TOM DOUGLAS Seattle WA,Seattle       WA,-314.13
5/28/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
5/29/2025,SQ *AXUM FOODS LLC Seattle WA,Seattle       WA,-5.41
5/29/2025,SQ *WENDY SIMPLY COOKS Tukwila WA,Tukwila       WA,-39.69
5/29/2025,SQ *WENDY SIMPLY COOKS Tukwila WA,Tukwila       WA,-20.84
5/29/2025,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-4
5/29/2025,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-18.65
5/29/2025,PETER MILLER BOOKS SEATTLE WA,SEATTLE       WA,-150.08
5/30/2025,AMATO DENTAL GROUP SEATTLE WA,SEATTLE       WA,-227.22
5/30/2025,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-9.99
5/30/2025,AIRBNB * HMRAP3QMSC AIRBNB.COM CA,AIRBNB.COM    CA,-2177.1
6/2/2025,Online payment from CHK 9942,,18375.3
6/2/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
6/2/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-21.29
6/4/2025,LW Theatres Group Limitedlondon,,-334.33
6/4/2025,CHRISTIANSON'S NURSERY 360-466-3821 WA,360-466-3821  WA,-668.12
6/4/2025,SPORTY'S CATALOGS 513-735-9000 OH,513-735-9000  OH,-792.45
6/5/2025,ORCHARDS NURSERY STANWOOD WA,STANWOOD      WA,-86.3
6/5/2025,ORCHARDS NURSERY STANWOOD WA,STANWOOD      WA,-32.34
6/5/2025,ORCHARDS NURSERY STANWOOD WA,STANWOOD      WA,-1022.18
6/5/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.25
6/5/2025,AMATO DENTAL GROUP SEATTLE WA,SEATTLE       WA,-257.5
6/6/2025,WSDOT-GOODTOGO ONLINE RENTON WA,RENTON        WA,-100
6/6/2025,DONNAS ESPRESSO MARYSVILLE WA,MARYSVILLE    WA,-3.77
6/6/2025,VM PARKING TERRY UNIV LOTSEATTLE WA,SEATTLE       WA,-5
6/6/2025,EYE SOCIETY BELLEVUE BELLEVUE WA,BELLEVUE      WA,-1059.2
6/6/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
6/7/2025,SQ *MIRIAM?S BAKESHOP Mercer IslandWA,Mercer Island WA,-13
6/7/2025,Pacific Northwest Ball Seattle WA,Seattle       WA,-219
6/7/2025,TST* DOUGH ZONE - DOWNTOWBELLEVUE WA,BELLEVUE      WA,-177.28
6/7/2025,STARBUCKS 03310 MERCER ISLANDWA,MERCER ISLAND WA,-13.23
6/9/2025,KATHAKALI AN INDIAN EATERKIRKLAND WA,KIRKLAND      WA,-111.08
6/9/2025,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-164.83
6/9/2025,PETER MILLER BOOKS SEATTLE WA,SEATTLE       WA,-145.66
6/9/2025,EASTSIDE MOBILE AUTO GLAS206-255-7827 WA,206-255-7827  WA,-764.53
6/9/2025,TST*SERIOUS PIE DOWNTOWN Seattle WA,Seattle       WA,-139.47
6/9/2025,SQ *SEATTLE POPS - FARMERSeattle WA,Seattle       WA,-13.5
6/9/2025,TST*PRELUDE Seattle WA,Seattle       WA,-49.94
6/9/2025,TST*SANO CAFE Mercer IslandWA,Mercer Island WA,-10.35
6/10/2025,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-740.74
6/11/2025,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-20.89
6/12/2025,English Heritage Trust Swindon,,-45.49
6/12/2025,Online payment from CHK 9942,,6999.68
6/13/2025,REST IS POLITICS US UCKFIELD,,-81.41
6/14/2025,SQ *BRIOCHE COFFEE & BRUNLondon,,-52.12
6/14/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
6/14/2025,www.headout.com Berlin,,-56.86
6/14/2025,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
6/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
6/16/2025,SCIENCE MUSEUM LONDON,,-10.23
6/16/2025,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
6/16/2025,SQ *CITY CRUISES London,,-23.32
6/16/2025,PRET A MANGER LONDON,,-30.74
6/18/2025,THE INDIA 4 - BEST OF THELONDON,,-199.62
6/19/2025,"SQ *FEDELE OXFORD LTD High Street,",,-13.59
6/19/2025,Zettle_*Sartorelli?s Ltd Witney,,-28.53
6/19/2025,ZETTLE_*SARTORELLI S L WITNEY,,-15.63
6/20/2025,Online payment from CHK 9942,,4835.13
6/20/2025,EL AL 114249114117297239771111,,1400.51
6/20/2025,UBER *TRIP HELP.UBER.COM,,-13.97
6/20/2025,ATM - TRANSACTION FEE,,-18.48
6/20/2025,ROYAL BANK UK / TESCO NRTH HA,,-369.75
6/21/2025,THE GAINSBOROUGH BATH,,-1616.21
6/21/2025,WELCOME B/WAITROSE FLEET SOUTH,,-9.36
6/21/2025,WELCOME B/WAITROSE FLEET SOUTH,,-3.44
6/23/2025,EL AL TEL AVIV INTER LOD NAMAL TEU,,6032.09
6/23/2025,76 - GURANAND 3 INC SEATTLE WA,SEATTLE       WA,-82.94
6/23/2025,PRET A MANGER HEATHROW,,-20.14
6/23/2025,THE GAINSBOROUGH BATH,,-68.25
6/23/2025,TICKETSOURCE 0333 666 4466,,-58.28
6/24/2025,AVIS.COM PREPAY 8003527900 VA,8003527900    VA,-147.19
6/24/2025,AVIS RENT-A-CAR E539612953,,-462.28
6/24/2025,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-9.99
6/25/2025,NOTRE DAME PARIS PARIS,,-11.58
6/25/2025,MON PETIT POULET PARIS 17,,-13.32
6/25/2025,COCO PASSION PARIS 4,,-8.11
6/25/2025,TERRASSE DE MME 2939319 PARIS0000556/,,-9.85
6/25/2025,ALTO ONSITE PARIS 1,,-6.95
6/25/2025,Fat Tire Tours Holdings L732-9153680 TX,732-9153680   TX,-52.12
6/25/2025,Garmin 800-5112459 ME,800-5112459   ME,-16.52
6/26/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
6/26/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
6/27/2025,SQ *THAI THAI KITCHEN STAStanwood WA,Stanwood      WA,-77.93
6/28/2025,TAN SOK CHOEU VITRY SUR SEI,,-86.92
6/28/2025,TAN SOK CHOEU VITRY SUR SEI,,-7.05
6/28/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-5
6/28/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
6/30/2025,AVIS RENT-A-CAR SANTA ROSA CA,SANTA ROSA    CA,-2.5
6/30/2025,STARBUCKS STORE 03310 MERCER ISLANDWA,MERCER ISLAND WA,-15.71
7/1/2025,ORCA 8889886722 WA,8889886722    WA,-3
7/1/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
7/1/2025,IL BISTRO SEATTLE WA,SEATTLE       WA,-378.81
7/1/2025,SANTA ROSA JET CENTER SANTA ROSA CA,SANTA ROSA    CA,-904.24
7/2/2025,QFC #5806 MERCER ISLANDWA,MERCER ISLAND WA,-36.25
7/2/2025,QFC #5806 MERCER ISLANDWA,MERCER ISLAND WA,-5.12
7/2/2025,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-37
7/4/2025,COURTYARD BY MARRIOTT BOSTON MA,BOSTON        MA,-454.18
7/4/2025,STARBUCKS STORE 03310 MERCER ISLANDWA,MERCER ISLAND WA,-12.68
7/4/2025,THE HOME DEPOT #4711 BELLEVUE WA,BELLEVUE      WA,-68.15
7/5/2025,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-11.9
7/5/2025,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-7.38
7/5/2025,ELGER BAY FOOD MART CAFE CAMANO WA,CAMANO        WA,-10.39
7/5/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.25
7/5/2025,ACE PARKING 3286 BELLVUE WA,BELLVUE       WA,-8
7/5/2025,HAGGEN 3480 STANWOOD WA,STANWOOD      WA,-5.3
7/7/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-18.85
7/7/2025,STANWOOD CINEMAS B&M STANWOOD WA,STANWOOD      WA,-139.5
7/7/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
7/8/2025,CAMANO PLAZA MA CAMANO ISLANDWA,CAMANO ISLAND WA,-37.58
7/8/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
7/9/2025,CAMANO ISLAND STATE PARK CAMANO ISLANDWA,CAMANO ISLAND WA,-7
7/9/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
7/9/2025,CAMANO MARINE CAMANO ISLANDWA,CAMANO ISLAND WA,-2066.54
7/10/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
7/10/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
7/11/2025,DONNAS ESPRESSO MARYSVILLE WA,MARYSVILLE    WA,-3.57
7/11/2025,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-154.14
7/11/2025,QFC #5806 MERCER ISLANDWA,MERCER ISLAND WA,-5.12
7/11/2025,JOECOFFEE-CAFFE LADRO 120-65313212 WA,120-65313212  WA,-7.73
7/14/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-15.25
7/14/2025,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
7/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
7/16/2025,ARANGRANT AIR TKT 888-9463882 CA,888-9463882   CA,-1794.12
7/16/2025,ALASKA AIR 0272111447639SEATTLE WA,SEATTLE       WA,-1209.65
7/16/2025,ALASKA AIR 0272111447638SEATTLE WA,SEATTLE       WA,-1209.65
7/16/2025,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
7/18/2025,KOZA TURKISH GROCERY KIRKLAND WA,KIRKLAND      WA,-39.39
7/18/2025,IN FLIGHT PURCHASE REBATE,,55.66
7/18/2025,ALASKA AIR 0272111689852SEATTLE WA,SEATTLE       WA,-278.3
7/18/2025,IN FLIGHT PURCHASE REBATE,,64.66
7/18/2025,ALASKA AIR 0272111689770SEATTLE WA,SEATTLE       WA,-323.3
7/18/2025,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-129.7
7/18/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-341.93
7/18/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-40
7/19/2025,STARBUCKS STORE 03321 MARYSVILLE WA,MARYSVILLE    WA,-4.82
7/19/2025,ALASKA AIR 0272111447639SEATTLE WA,SEATTLE       WA,254.5
7/19/2025,ALASKA AIR 0272111447638SEATTLE WA,SEATTLE       WA,254.5
7/19/2025,IN FLIGHT PURCHASE REBATE,,175.32
7/19/2025,ALASKA AIR 0272111709291SEATTLE WA,SEATTLE       WA,-876.6
7/19/2025,NY REVIEW OF BOOKS 800-354-0050 NY,800-354-0050  NY,-129.95
7/22/2025,CAFE VELOCE 425-8142972 WA,425-8142972   WA,-157.36
7/23/2025,JUDYS COUNTRY KITCHEN LLCCENTRALIA WA,CENTRALIA     WA,-57.74
7/24/2025,IN FLIGHT REBATE ADJ,,-175.32
7/24/2025,IN FLIGHT REBATE ADJ,,-55.66
7/24/2025,IN FLIGHT REBATE ADJ,,-64.66
7/24/2025,GWL GRAND MOUND WOODS 800-6409653 WA,800-6409653   WA,-8.45
7/24/2025,GWL GRAND MOUND WOODS 800-6409653 WA,800-6409653   WA,-5.99
7/25/2025,Garmin 800-5112459 ME,800-5112459   ME,-25.32
7/26/2025,Online payment from CHK 9942,,1963.5
7/26/2025,WA DOL LIC & REG 41782 KENT WA,KENT          WA,-140.08
7/26/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
7/28/2025,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-70.19
7/28/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
7/28/2025,DIM SUM FACTORY 131-27305592 IL,131-27305592  IL,-111.68
7/28/2025,LES SCHWAB #419 BELLEVUE WA,BELLEVUE      WA,-2711.49
7/29/2025,LUFTHANSA 2202230313805KOLN,,-265.82
7/30/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-13.48
7/31/2025,TPD JUANITA 119 KIRKLAND WA,KIRKLAND      WA,-18.65
8/1/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
8/4/2025,AMAZON MKTPL*2G3CU58M3 Amzn.com/billWA,Amzn.com/bill WA,-45.98
8/4/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-14.32
8/4/2025,AMAZON RETA* HV6AX37B3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-26.54
8/4/2025,mcafee.com/autorenewal 866-6223911 CA,866-6223911   CA,-132.23
8/4/2025,AMAZON MKTPL*LU2A765J3 Amzn.com/billWA,Amzn.com/bill WA,-94.35
8/4/2025,AMAZON MKTPL*939Y966H3 Amzn.com/billWA,Amzn.com/bill WA,-55.76
8/4/2025,AMAZON MKTPL*BX3XA0RY3 Amzn.com/billWA,Amzn.com/bill WA,-26.06
