Date:TEXT,Payee:TEXT,Address:TEXT,Amount:TEXT
2025-04-07,M&S CATERING SEATTLE SEATTLE WA,SEATTLE       WA,-50.73
2025-04-07,SAHARA PIZZA - MERCER ISLMERCER ISLANDWA,MERCER ISLAND WA,-56.77
2025-04-07,CCBill.com *Offworld Med888-5969279 AZ,888-5969279   AZ,-35
2025-04-07,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-118.7
2025-04-07,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-10
2025-04-07,METROPOLITAN MARKET KIRKLAND WA,KIRKLAND      WA,-58.12
2025-04-07,SQ *TRUE NORTH BAKERY Burlington WA,Burlington    WA,-12.49
2025-04-07,SQ *ALL CITY COFFEE Seattle WA,Seattle       WA,-10.24
2025-04-07,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-04-08,TPD JUANITA 119 KIRKLAND WA,KIRKLAND      WA,-16.33
2025-04-08,METROPOLITAN MARKET MERCER ISLANDWA,MERCER ISLAND WA,-3.31
2025-04-08,AIRBNB * HMSNQAB3MZ AIRBNB.COM CA,AIRBNB.COM    CA,-1657.14
2025-04-08,BARNES & NOBLE #3401 KIRKLAND WA,KIRKLAND      WA,-76.06
2025-04-08,TRADER JOE S #132 KIRKLAND WA,KIRKLAND      WA,-44.82
2025-04-09,SQ *THAI THAI KITCHEN STAStanwood WA,Stanwood      WA,-153.57
2025-04-09,TST*CAMANO COMMONS Camano IslandWA,Camano Island WA,-8.27
2025-04-10,TST*TUTTA BELLA NEAPOLIT Seattle WA,Seattle       WA,-50.19
2025-04-10,METROPOLITAN MARKET MERCER ISLANDWA,MERCER ISLAND WA,-3.31
2025-04-10,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-21.9
2025-04-10,SQ *TRUE NORTH BAKERY Burlington WA,Burlington    WA,-9.14
2025-04-11,SPO*CASCADIAPIZZACO-BELLEBELLEVUE WA,BELLEVUE      WA,-26.95
2025-04-11,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-126.06
2025-04-11,H ST HAIR WASHINGTON DC,WASHINGTON    DC,-78
2025-04-11,TST*CAMANO COMMONS Camano IslandWA,Camano Island WA,-14.41
2025-04-12,TACNETLTD.COM 441865451662,,-69.95
2025-04-12,WSP BACKGROUND CHECKS 360-534-2109 WA,360-534-2109  WA,-10
2025-04-12,WSP BACKGROUND CHECKS 360-534-2109 WA,360-534-2109  WA,-11
2025-04-14,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-04-14,Netflix.com netflix.com CA,netflix.com   CA,-19.82
2025-04-15,CURB LV TAXI YCS QUEENS NY,QUEENS        NY,-20.17
2025-04-15,CURB LV TAXI NELLIS QUEENS NY,QUEENS        NY,-20.71
2025-04-15,6116_MMW_LAS Las Vegas NV,Las Vegas     NV,-7.99
2025-04-15,MGMRI - SHARK REEF 185-52755733 NV,185-52755733  NV,-178
2025-04-15,DESERT CAB LAS VEGAS NV,LAS VEGAS     NV,-30.11
2025-04-15,MANDALAY - CITIZENS LAS VEGAS NV,LAS VEGAS     NV,-32.59
2025-04-15,SAM CHOY TO THE MAXSEATACSEATAC WA,SEATAC        WA,-98.49
2025-04-15,Garmin 800-5112459 ME,800-5112459   ME,-16.47
2025-04-16,MANDALAY BAY HTL SELF PA LAS VEGAS NV,LAS VEGAS     NV,-20
2025-04-16,CURB LV TAXI YCS QUEENS NY,QUEENS        NY,-23.46
2025-04-16,CURB LV TAXI YCS QUEENS NY,QUEENS        NY,-28.91
2025-04-16,LA REAL DE MICHOACAN HENDERSON NV,HENDERSON     NV,-8.91
2025-04-16,LA REAL DE MICHOACAN HENDERSON NV,HENDERSON     NV,-93.36
2025-04-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-04-16,CKE*PACIFIC DINER HENDERSHENDERSON NV,HENDERSON     NV,-230.93
2025-04-16,SPHERE-CONCESSIONS LAS VEGAS NV,LAS VEGAS     NV,-45.35
2025-04-16,MANDALAY - CITIZENS LAS VEGAS NV,LAS VEGAS     NV,-35.72
2025-04-16,MANDALAY - CITIZENS LAS VEGAS NV,LAS VEGAS     NV,-79.27
2025-04-16,MANDALAY - MOOREA BAR LAS VEGAS NV,LAS VEGAS     NV,-475
2025-04-16,WHC CAB LAS VEGAS NV,LAS VEGAS     NV,-25.39
2025-04-16,ABC #104 LV LAS VEGAS NV,LAS VEGAS     NV,-6.22
2025-04-17,Online payment from CHK 9942,,4911.9
2025-04-17,MANDALAY BAY HTL SELF PA LAS VEGAS NV,LAS VEGAS     NV,-20
2025-04-17,MANDALAY BAY HTL SELF PA LAS VEGAS NV,LAS VEGAS     NV,-20
2025-04-17,ENTERPRISE RENT-A-CAR LAS VEGAS NV,LAS VEGAS     NV,-478.08
2025-04-17,MANDALAY - NOODLE SHOP LAS VEGAS NV,LAS VEGAS     NV,-561.77
2025-04-17,DESERT CAB LAS VEGAS NV,LAS VEGAS     NV,-26.34
2025-04-17,PALAZZO SHOWROOM BAR LAS VEGAS NV,LAS VEGAS     NV,-7.58
2025-04-18,BABYSTACKS CAFE 7 LAS VEGAS NV,LAS VEGAS     NV,-189.12
2025-04-18,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-7.99
2025-04-18,RECREATION.GOV ALBUQUERQUE NM,ALBUQUERQUE   NM,-22
2025-04-19,MACPHERSON PRODUCE SEATTLE WA,SEATTLE       WA,-27.39
2025-04-21,CARREFOURMARKET PARIS,,-27.36
2025-04-21,CHATEAU D AMBOIS2932818 AMBOISE,,-38.55
2025-04-21,DB Automaten Frankfurt am,,-65.8
2025-04-21,EXPEDIA 73085471437070 EXPEDIA.COM WA,EXPEDIA.COM   WA,-288.35
2025-04-21,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-04-21,SDOT PAYBYPHONE PARKING 206-684-5260 WA,206-684-5260  WA,-2
2025-04-22,INTEREST CHARGED ON BANK CASH ADVANCES,,-0.16
2025-04-22,LES 4 SAISONS AMBOISE,,-23.61
2025-04-22,COFIROUTE 92506,,-25.2
2025-04-22,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-215.15
2025-04-23,RATP PARIS,,-2.89
2025-04-23,RATP PARIS,,-2.89
2025-04-23,COFIROUTE 92506,,-1.04
2025-04-23,COFIROUTE 92506,,-29.98
2025-04-23,CARREFOURMARKET PARIS,,-19.27
2025-04-23,HORODATEURS AUT 2327664 37/TOURS,,-4.05
2025-04-23,CLOITRE PSALETTE2620492 37TOURS,,-9.26
2025-04-23,CHATEAU BELMONT TOURS,,-122.12
2025-04-23,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-37.93
2025-04-23,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-61
2025-04-24,CAFE DE PARIS PARIS,,-109.48
2025-04-24,FOREFLIGHT LLC 855-583-5087 TX,855-583-5087  TX,-1065.64
2025-04-24,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-2
2025-04-24,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-2
2025-04-24,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-10
2025-04-24,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-18.65
2025-04-26,PUMA ENERGY NAM-EROS A WINDHOEK,,-533.68
2025-04-26,DISCHEM GROVE WINDHOEK,,-17.2
2025-04-26,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-04-26,CHECKERS 64913 GROVE WINDHOEK,,-40.32
2025-04-28,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-04-28,EXPEDIA 73084548923059 EXPEDIA.COM WA,EXPEDIA.COM   WA,-411
2025-04-29,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-12.5
2025-05-01,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-05-01,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-2
2025-05-03,PORTUGUES FISHERMAN RES LUDERITZ,,-309.45
2025-05-05,PUMA ENERGY NAM-EROS A WINDHOEK,,-623.95
2025-05-05,Posthotel Leavenworth 509-5487678 WA,509-5487678   WA,-775.62
2025-05-05,SCHOLASTIC BOOK FAIRS R4 LAKE MARY FL,LAKE MARY     FL,-12.12
2025-05-05,SCHOLASTIC BOOK FAIRS R4 LAKE MARY FL,LAKE MARY     FL,-14.32
2025-05-06,EXPEDIA 73098705690268 EXPEDIA.COM WA,EXPEDIA.COM   WA,-704.36
2025-05-06,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-05-07,PASS ZATD WWW.TRAVELDOC,,-74
2025-05-07,DELTA AIR 0062329773455800-2211212 CA,800-2211212   CA,-1797.01
2025-05-07,DELTA AIR 0062329773454800-2211212 CA,800-2211212   CA,-1797.01
2025-05-07,DELTA AIR 0062329773453800-2211212 CA,800-2211212   CA,-1797.01
2025-05-07,DELTA AIR 0062329773452800-2211212 CA,800-2211212   CA,-1797.01
2025-05-07,Solitaire Country Lod G Sesriem,,-6.31
2025-05-07,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-27.53
2025-05-07,AIRBNB * HMRAP3QMSC AIRBNB.COM CA,AIRBNB.COM    CA,-2477.21
2025-05-08,Solitaire Country Lod G Sesriem,,-5.46
2025-05-08,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-05-08,PUMA ENERGY NAM-EROS A WINDHOEK,,-251.78
2025-05-08,PnP Crp Waterfront WATERFRONT,,-27.04
2025-05-08,NAC EROS AIRPORT WINDHOEK,,-20.79
2025-05-09,GUARDIAN PEAK 112631 STELLENBOSCH,,-93.63
2025-05-09,EXCLUSIVE BOOKS WATERF Cape Town,,-21.48
2025-05-09,WOOLWORTHS SOMERSET WEST,,-8.56
2025-05-10,POSTNET VA WATERFRONT CAPE TOWN,,-36.9
2025-05-12,Online payment from CHK 9942,,17505.56
2025-05-12,STUBHUB INC 866-788-2482 CA,866-788-2482  CA,-1134.96
2025-05-12,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-05-12,EXCLUSIVE BOOKS AIRPOR Kempton Park,,-36.73
2025-05-12,SIGNATURE FLIGHT SUPPO CAPE TOWN,,-1346.53
2025-05-13,RAMC AIRCRAFT FUEL GERMISTON,,-963.86
2025-05-13,TST*VIVIENNES BISTRO Mercer IslandWA,Mercer Island WA,-757.11
2025-05-14,Online payment from CHK 9942,,4341.19
2025-05-14,Netflix.com 408-5403700 CA,408-5403700   CA,-19.82
2025-05-15,Garmin 800-5112459 ME,800-5112459   ME,-16.47
2025-05-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-05-16,ALASKA AIR 0272105545190SEATTLE WA,SEATTLE       WA,-548.3
2025-05-17,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-13.48
2025-05-17,SQ *MIRIAM?S BAKESHOP Mercer IslandWA,Mercer Island WA,-26
2025-05-17,Avis Rent A Car 1 SANDTON,,-95.09
2025-05-19,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-42.49
2025-05-19,CTLP*Venuplus Inc ORLANDO FL,ORLANDO       FL,-3.5
2025-05-19,"ParkWhiz, Inc. Chicago IL",Chicago       IL,-19.08
2025-05-19,ALASKA AIR 0272105742625SEATTLE WA,SEATTLE       WA,-1946.6
2025-05-19,CHEVRON 0092003 MERCER ISLANDWA,MERCER ISLAND WA,-48.2
2025-05-20,CAMOCEAN COFFEE COMPANY CAMANO ISLANDWA,CAMANO ISLAND WA,-5.7
2025-05-20,TST*BLUE HERON KITCHEN A Camano WA,Camano        WA,-319.41
2025-05-21,DELTA AIR 0062333866720800-2211212 CA,800-2211212   CA,-1648
2025-05-21,Perkins Coie SEATTLE WA,SEATTLE       WA,-70
2025-05-23,CAMOCEAN COFFEE COMPANY CAMANO ISLANDWA,CAMANO ISLAND WA,-19.11
2025-05-23,BRITISH A 1252209983414WWW.BRITISHAI,,-206.94
2025-05-23,EL AL 114249114117297239771111,,-1402.4
2025-05-23,NORTH IDAHO JET HAYDEN LAKE ID,HAYDEN LAKE   ID,-743.23
2025-05-23,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-485.85
2025-05-24,FIRST LIGHT CONDO FIRSTLIGHTSEAWA,FIRSTLIGHTSEA WA,-51.87
2025-05-24,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-05-24,TST* YUZEN JAPANESE CUISIMERCER ISLANDWA,MERCER ISLAND WA,-142.49
2025-05-26,"CURSOR, AI POWERED IDE CURSOR.COM NY",CURSOR.COM    NY,-211.58
2025-05-26,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-05-26,Garmin 800-5112459 ME,800-5112459   ME,-5.36
2025-05-26,EL AL TEL AVIV INTER LOD NAMAL TEU,,-6032.09
2025-05-26,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-240
2025-05-27,"SQ *TINY'S ORGANIC, LLC Seattle WA",Seattle       WA,-14.24
2025-05-28,ALLISTER 206-5520224 WA,206-5520224   WA,-465.7
2025-05-28,AIRBNB * HMRAP3QMSC AIRBNB.COM CA,AIRBNB.COM    CA,-364.29
2025-05-28,METROPOLITAN MARKET MERCER ISLANDWA,MERCER ISLAND WA,-7.7
2025-05-28,SOSIO'S PRODUCE SEATTLE WA,SEATTLE       WA,-43
2025-05-28,TST*LOLA - TOM DOUGLAS Seattle WA,Seattle       WA,-314.13
2025-05-28,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-05-29,SQ *AXUM FOODS LLC Seattle WA,Seattle       WA,-5.41
2025-05-29,SQ *WENDY SIMPLY COOKS Tukwila WA,Tukwila       WA,-39.69
2025-05-29,SQ *WENDY SIMPLY COOKS Tukwila WA,Tukwila       WA,-20.84
2025-05-29,COLUMBIA CITY PARKING SEATTLE WA,SEATTLE       WA,-4
2025-05-29,SQ *MOLLY MOON'S COLUMBIASeattle WA,Seattle       WA,-18.65
2025-05-29,PETER MILLER BOOKS SEATTLE WA,SEATTLE       WA,-150.08
2025-05-30,AMATO DENTAL GROUP SEATTLE WA,SEATTLE       WA,-227.22
2025-05-30,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-9.99
2025-05-30,AIRBNB * HMRAP3QMSC AIRBNB.COM CA,AIRBNB.COM    CA,-2177.1
2025-06-02,Online payment from CHK 9942,,18375.3
2025-06-02,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-06-02,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-21.29
2025-06-04,LW Theatres Group Limitedlondon,,-334.33
2025-06-04,CHRISTIANSON'S NURSERY 360-466-3821 WA,360-466-3821  WA,-668.12
2025-06-04,SPORTY'S CATALOGS 513-735-9000 OH,513-735-9000  OH,-792.45
2025-06-05,ORCHARDS NURSERY STANWOOD WA,STANWOOD      WA,-86.3
2025-06-05,ORCHARDS NURSERY STANWOOD WA,STANWOOD      WA,-32.34
2025-06-05,ORCHARDS NURSERY STANWOOD WA,STANWOOD      WA,-1022.18
2025-06-05,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.25
2025-06-05,AMATO DENTAL GROUP SEATTLE WA,SEATTLE       WA,-257.5
2025-06-06,WSDOT-GOODTOGO ONLINE RENTON WA,RENTON        WA,-100
2025-06-06,DONNAS ESPRESSO MARYSVILLE WA,MARYSVILLE    WA,-3.77
2025-06-06,VM PARKING TERRY UNIV LOTSEATTLE WA,SEATTLE       WA,-5
2025-06-06,EYE SOCIETY BELLEVUE BELLEVUE WA,BELLEVUE      WA,-1059.2
2025-06-06,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-06-07,SQ *MIRIAM?S BAKESHOP Mercer IslandWA,Mercer Island WA,-13
2025-06-07,Pacific Northwest Ball Seattle WA,Seattle       WA,-219
2025-06-07,TST* DOUGH ZONE - DOWNTOWBELLEVUE WA,BELLEVUE      WA,-177.28
2025-06-07,STARBUCKS 03310 MERCER ISLANDWA,MERCER ISLAND WA,-13.23
2025-06-09,KATHAKALI AN INDIAN EATERKIRKLAND WA,KIRKLAND      WA,-111.08
2025-06-09,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-164.83
2025-06-09,PETER MILLER BOOKS SEATTLE WA,SEATTLE       WA,-145.66
2025-06-09,EASTSIDE MOBILE AUTO GLAS206-255-7827 WA,206-255-7827  WA,-764.53
2025-06-09,TST*SERIOUS PIE DOWNTOWN Seattle WA,Seattle       WA,-139.47
2025-06-09,SQ *SEATTLE POPS - FARMERSeattle WA,Seattle       WA,-13.5
2025-06-09,TST*PRELUDE Seattle WA,Seattle       WA,-49.94
2025-06-09,TST*SANO CAFE Mercer IslandWA,Mercer Island WA,-10.35
2025-06-10,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-740.74
2025-06-11,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-20.89
2025-06-12,English Heritage Trust Swindon,,-45.49
2025-06-12,Online payment from CHK 9942,,6999.68
2025-06-13,REST IS POLITICS US UCKFIELD,,-81.41
2025-06-14,SQ *BRIOCHE COFFEE & BRUNLondon,,-52.12
2025-06-14,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-06-14,www.headout.com Berlin,,-56.86
2025-06-14,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
2025-06-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-06-16,SCIENCE MUSEUM LONDON,,-10.23
2025-06-16,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
2025-06-16,SQ *CITY CRUISES London,,-23.32
2025-06-16,PRET A MANGER LONDON,,-30.74
2025-06-18,THE INDIA 4 - BEST OF THELONDON,,-199.62
2025-06-19,"SQ *FEDELE OXFORD LTD High Street,",,-13.59
2025-06-19,Zettle_*Sartorelli?s Ltd Witney,,-28.53
2025-06-19,ZETTLE_*SARTORELLI S L WITNEY,,-15.63
2025-06-20,Online payment from CHK 9942,,4835.13
2025-06-20,EL AL 114249114117297239771111,,1400.51
2025-06-20,UBER *TRIP HELP.UBER.COM,,-13.97
2025-06-20,ATM - TRANSACTION FEE,,-18.48
2025-06-20,ROYAL BANK UK / TESCO NRTH HA,,-369.75
2025-06-21,THE GAINSBOROUGH BATH,,-1616.21
2025-06-21,WELCOME B/WAITROSE FLEET SOUTH,,-9.36
2025-06-21,WELCOME B/WAITROSE FLEET SOUTH,,-3.44
2025-06-23,EL AL TEL AVIV INTER LOD NAMAL TEU,,6032.09
2025-06-23,76 - GURANAND 3 INC SEATTLE WA,SEATTLE       WA,-82.94
2025-06-23,PRET A MANGER HEATHROW,,-20.14
2025-06-23,THE GAINSBOROUGH BATH,,-68.25
2025-06-23,TICKETSOURCE 0333 666 4466,,-58.28
2025-06-24,AVIS.COM PREPAY 8003527900 VA,8003527900    VA,-147.19
2025-06-24,AVIS RENT-A-CAR E539612953,,-462.28
2025-06-24,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-9.99
2025-06-25,NOTRE DAME PARIS PARIS,,-11.58
2025-06-25,MON PETIT POULET PARIS 17,,-13.32
2025-06-25,COCO PASSION PARIS 4,,-8.11
2025-06-25,TERRASSE DE MME 2939319 PARIS0000556/,,-9.85
2025-06-25,ALTO ONSITE PARIS 1,,-6.95
2025-06-25,Fat Tire Tours Holdings L732-9153680 TX,732-9153680   TX,-52.12
2025-06-25,Garmin 800-5112459 ME,800-5112459   ME,-16.52
2025-06-26,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
2025-06-26,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-06-27,SQ *THAI THAI KITCHEN STAStanwood WA,Stanwood      WA,-77.93
2025-06-28,TAN SOK CHOEU VITRY SUR SEI,,-86.92
2025-06-28,TAN SOK CHOEU VITRY SUR SEI,,-7.05
2025-06-28,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-5
2025-06-28,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-06-30,AVIS RENT-A-CAR SANTA ROSA CA,SANTA ROSA    CA,-2.5
2025-06-30,STARBUCKS STORE 03310 MERCER ISLANDWA,MERCER ISLAND WA,-15.71
2025-07-01,ORCA 8889886722 WA,8889886722    WA,-3
2025-07-01,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-07-01,IL BISTRO SEATTLE WA,SEATTLE       WA,-378.81
2025-07-01,SANTA ROSA JET CENTER SANTA ROSA CA,SANTA ROSA    CA,-904.24
2025-07-02,QFC #5806 MERCER ISLANDWA,MERCER ISLAND WA,-36.25
2025-07-02,QFC #5806 MERCER ISLANDWA,MERCER ISLAND WA,-5.12
2025-07-02,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-37
2025-07-04,COURTYARD BY MARRIOTT BOSTON MA,BOSTON        MA,-454.18
2025-07-04,STARBUCKS STORE 03310 MERCER ISLANDWA,MERCER ISLAND WA,-12.68
2025-07-04,THE HOME DEPOT #4711 BELLEVUE WA,BELLEVUE      WA,-68.15
2025-07-05,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-11.9
2025-07-05,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-7.38
2025-07-05,ELGER BAY FOOD MART CAFE CAMANO WA,CAMANO        WA,-10.39
2025-07-05,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.25
2025-07-05,ACE PARKING 3286 BELLVUE WA,BELLVUE       WA,-8
2025-07-05,HAGGEN 3480 STANWOOD WA,STANWOOD      WA,-5.3
2025-07-07,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-18.85
2025-07-07,STANWOOD CINEMAS B&M STANWOOD WA,STANWOOD      WA,-139.5
2025-07-07,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-07-08,CAMANO PLAZA MA CAMANO ISLANDWA,CAMANO ISLAND WA,-37.58
2025-07-08,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
2025-07-09,CAMANO ISLAND STATE PARK CAMANO ISLANDWA,CAMANO ISLAND WA,-7
2025-07-09,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
2025-07-09,CAMANO MARINE CAMANO ISLANDWA,CAMANO ISLAND WA,-2066.54
2025-07-10,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
2025-07-10,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
2025-07-11,DONNAS ESPRESSO MARYSVILLE WA,MARYSVILLE    WA,-3.57
2025-07-11,VILLAGE CLEANERS MERCER ISLANDCA,MERCER ISLAND CA,-154.14
2025-07-11,QFC #5806 MERCER ISLANDWA,MERCER ISLAND WA,-5.12
2025-07-11,JOECOFFEE-CAFFE LADRO 120-65313212 WA,120-65313212  WA,-7.73
2025-07-14,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-15.25
2025-07-14,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
2025-07-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-07-16,ARANGRANT AIR TKT 888-9463882 CA,888-9463882   CA,-1794.12
2025-07-16,ALASKA AIR 0272111447639SEATTLE WA,SEATTLE       WA,-1209.65
2025-07-16,ALASKA AIR 0272111447638SEATTLE WA,SEATTLE       WA,-1209.65
2025-07-16,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
2025-07-18,KOZA TURKISH GROCERY KIRKLAND WA,KIRKLAND      WA,-39.39
2025-07-18,IN FLIGHT PURCHASE REBATE,,55.66
2025-07-18,ALASKA AIR 0272111689852SEATTLE WA,SEATTLE       WA,-278.3
2025-07-18,IN FLIGHT PURCHASE REBATE,,64.66
2025-07-18,ALASKA AIR 0272111689770SEATTLE WA,SEATTLE       WA,-323.3
2025-07-18,CORPORATE AIR CENTER BURLINGTON WA,BURLINGTON    WA,-129.7
2025-07-18,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-341.93
2025-07-18,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-40
2025-07-19,STARBUCKS STORE 03321 MARYSVILLE WA,MARYSVILLE    WA,-4.82
2025-07-19,ALASKA AIR 0272111447639SEATTLE WA,SEATTLE       WA,254.5
2025-07-19,ALASKA AIR 0272111447638SEATTLE WA,SEATTLE       WA,254.5
2025-07-19,IN FLIGHT PURCHASE REBATE,,175.32
2025-07-19,ALASKA AIR 0272111709291SEATTLE WA,SEATTLE       WA,-876.6
2025-07-19,NY REVIEW OF BOOKS 800-354-0050 NY,800-354-0050  NY,-129.95
2025-07-22,CAFE VELOCE 425-8142972 WA,425-8142972   WA,-157.36
2025-07-23,JUDYS COUNTRY KITCHEN LLCCENTRALIA WA,CENTRALIA     WA,-57.74
2025-07-24,IN FLIGHT REBATE ADJ,,-175.32
2025-07-24,IN FLIGHT REBATE ADJ,,-55.66
2025-07-24,IN FLIGHT REBATE ADJ,,-64.66
2025-07-24,GWL GRAND MOUND WOODS 800-6409653 WA,800-6409653   WA,-8.45
2025-07-24,GWL GRAND MOUND WOODS 800-6409653 WA,800-6409653   WA,-5.99
2025-07-25,Garmin 800-5112459 ME,800-5112459   ME,-25.32
2025-07-26,Online payment from CHK 9942,,1963.5
2025-07-26,WA DOL LIC & REG 41782 KENT WA,KENT          WA,-140.08
2025-07-26,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-07-28,THE MUSEUM OF FLIGHT MAINTUKWILA WA,TUKWILA       WA,-70.19
2025-07-28,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-07-28,DIM SUM FACTORY 131-27305592 IL,131-27305592  IL,-111.68
2025-07-28,LES SCHWAB #419 BELLEVUE WA,BELLEVUE      WA,-2711.49
2025-07-29,LUFTHANSA 2202230313805KOLN,,-265.82
2025-07-30,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-13.48
2025-07-31,TPD JUANITA 119 KIRKLAND WA,KIRKLAND      WA,-18.65
2025-08-01,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-08-04,AMAZON MKTPL*2G3CU58M3 Amzn.com/billWA,Amzn.com/bill WA,-45.98
2025-08-04,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-14.32
2025-08-04,AMAZON RETA* HV6AX37B3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-26.54
2025-08-04,mcafee.com/autorenewal 866-6223911 CA,866-6223911   CA,-132.23
2025-08-04,AMAZON MKTPL*LU2A765J3 Amzn.com/billWA,Amzn.com/bill WA,-94.35
2025-08-04,AMAZON MKTPL*939Y966H3 Amzn.com/billWA,Amzn.com/bill WA,-55.76
2025-08-04,AMAZON MKTPL*BX3XA0RY3 Amzn.com/billWA,Amzn.com/bill WA,-26.06
